1000mA,,1500mA,,2000mA,,,1A,41min 10s,,1000mA,,,1500mA,,,2000mA,,,,
In,Out,In,Out,In,Out,,1.5A,17min 26s,,In,Out,Diff,In,Out,,In,Out,,,
41.56,38.64,,,,,,,,,43.1,40.18,2.92,,,,,,,,
41.57,38.66,,,,,,,,,43.11,40.2,2.91,,,,,,,,
41.57,38.63,,,,,,,,,43.11,40.17,2.94,,,,,,,,
41.57,38.63,,,,,,,,,43.11,40.17,2.94,,,,,,,,
41.58,38.66,,,,,,,,,43.12,40.2,2.92,,,,,,,,
41.59,38.69,,,,,,,,,43.13,40.23,2.9,,,,,,,,
41.62,38.72,,,,,,,,,43.16,40.26,2.9,,,,,,,,
41.65,38.74,,,,,,,,,43.19,40.28,2.91,,,,,,,,
41.67,38.74,,,,,,,,,43.21,40.28,2.93,,,,,,,,
41.67,38.78,,,,,,,,,43.21,40.32,2.89,,,,,,,,
41.68,38.85,,,,,,,,,43.22,40.39,2.83,,,,,,,,
41.68,38.87,,,,,,,,,43.22,40.41,2.81,,,,,,,,
41.68,38.94,,,,,,,,,43.22,40.48,2.74,,,,,,,,
41.7,38.95,,,,,,,,,43.24,40.49,2.75,,,,,,,,
41.71,38.95,,,,,,,,,43.25,40.49,2.76,,,,,,,,
41.75,38.88,,,,,,,,,43.29,40.42,2.87,,,,,,,,
41.78,38.85,,,,,,,,,43.32,40.39,2.93,,,,,,,,
41.79,38.85,,,,,,,,,43.33,40.39,2.94,,,,,,,,
41.79,38.85,,,,,,,,,43.33,40.39,2.94,,,,,,,,
41.79,38.95,,,,,,,,,43.33,40.49,2.84,,,,,,,,
41.79,39.06,,,,,,,,,43.33,40.6,2.73,,,,,,,,
41.8,39.17,,,,,,,,,43.34,40.71,2.63,,,,,,,,
41.81,39.15,,,,,,,,,43.35,40.69,2.66,,,,,,,,
41.84,39.17,,,,,,,,,43.38,40.71,2.67,,,,,,,,
41.86,39.23,,,,,,,,,43.4,40.77,2.63,,,,,,,,
41.89,39.28,,,,,,,,,43.43,40.82,2.61,,,,,,,,
41.9,39.38,,,,,,,,,43.44,40.92,2.52,,,,,,,,
41.9,39.3,,,,,,,,,43.44,40.84,2.6,,,,,,,,
41.9,39.28,,,,,,,,,43.44,40.82,2.62,,,,,,,,
41.91,39.1,,,,,,,,,43.45,40.64,2.81,,,,,,,,
41.91,39.07,,,,,,,,,43.45,40.61,2.84,,,,,,,,
41.93,39.18,,,,,,,,,43.47,40.72,2.75,,,,,,,,
41.95,39.35,,,,,,,,,43.49,40.89,2.6,,,,,,,,
41.97,39.38,,,,,,,,,43.51,40.92,2.59,,,,,,,,
41.99,39.47,,,,,,,,,43.53,41.01,2.52,,,,,,,,
42.01,39.4,,,,,,,,,43.55,40.94,2.61,,,,,,,,
42.01,39.39,,,,,,,,,43.55,40.93,2.62,,,,,,,,
42.01,39.31,,,,,,,,,43.55,40.85,2.7,,,,,,,,
42.02,39.26,,,,,,,,,43.56,40.8,2.76,,,,,,,,
42.01,39.09,,,,,,,,,43.55,40.63,2.92,,,,,,,,
42.02,39.05,,,,,,,,,43.56,40.59,2.97,,,,,,,,
42.03,38.96,,,,,,,,,43.57,40.5,3.07,,,,,,,,
42.04,39.03,,,,,,,,,43.58,40.57,3.01,,,,,,,,
42.09,39.04,,,,,,,,,43.63,40.58,3.05,,,,,,,,
42.08,39.06,,,,,,,,,43.62,40.6,3.02,,,,,,,,
42.12,39.06,,,,,,,,,43.66,40.6,3.06,,,,,,,,
42.12,39.17,,,,,,,,,43.66,40.71,2.95,,,,,,,,
42.12,39.24,,,,,,,,,43.66,40.78,2.88,,,,,,,,
42.13,39.28,,,,,,,,,43.67,40.82,2.85,,,,,,,,
42.13,39.37,,,,,,,,,43.67,40.91,2.76,,,,,,,,
42.14,39.27,,,,,,,,,43.68,40.81,2.87,,,,,,,,
42.16,39.28,,,,,,,,,43.7,40.82,2.88,,,,,,,,
42.17,39.17,,,,,,,,,43.71,40.71,3,,,,,,,,
42.2,39.24,,,,,,,,,43.74,40.78,2.96,,,,,,,,
42.21,39.18,,,,,,,,,43.75,40.72,3.03,,,,,,,,
42.23,39.17,,,,,,,,,43.77,40.71,3.06,,,,,,,,
42.23,39.09,,,,,,,,,43.77,40.63,3.14,,,,,,,,
42.24,39.14,,,,,,,,,43.78,40.68,3.1,,,,,,,,
42.24,39.17,,,,,,,,,43.78,40.71,3.07,,,,,,,,
42.24,39.27,,,,,,,,,43.78,40.81,2.97,,,,,,,,
42.26,39.28,,,,,,,,,43.8,40.82,2.98,,,,,,,,
42.26,39.28,,,,,,,,,43.8,40.82,2.98,,,,,,,,
42.28,39.28,,,,,,,,,43.82,40.82,3,,,,,,,,
42.3,39.38,,,,,,,,,43.84,40.92,2.92,,,,,,,,
42.34,39.39,,,,,,,,,43.88,40.93,2.95,,,,,,,,
42.35,39.38,,,,,,,,,43.89,40.92,2.97,,,,,,,,
42.35,39.35,,,,,,,,,43.89,40.89,3,,,,,,,,
42.35,39.38,,,,,,,,,43.89,40.92,2.97,,,,,,,,
42.35,39.32,,,,,,,,,43.89,40.86,3.03,,,,,,,,
42.36,39.28,,,,,,,,,43.9,40.82,3.08,,,,,,,,
42.37,39.28,,,,,,,,,43.91,40.82,3.09,,,,,,,,
42.38,39.17,,,,,,,,,43.92,40.71,3.21,,,,,,,,
42.41,39.17,,,,,,,,,43.95,40.71,3.24,,,,,,,,
42.45,39.28,,,,,,,,,43.99,40.82,3.17,,,,,,,,
42.46,39.38,,,,,,,,,44,40.92,3.08,,,,,,,,
42.46,39.36,,,,,,,,,44,40.9,3.1,,,,,,,,
42.46,39.38,,,,,,,,,44,40.92,3.08,,,,,,,,
42.46,39.39,,,,,,,,,44,40.93,3.07,,,,,,,,
42.48,39.44,,,,,,,,,44.02,40.98,3.04,,,,,,,,
42.5,39.49,,,,,,,,,44.04,41.03,3.01,,,,,,,,
42.53,39.49,,,,,,,,,44.07,41.03,3.04,,,,,,,,
42.56,39.6,,,,,,,,,44.1,41.14,2.96,,,,,,,,
42.57,39.63,,,,,,,,,44.11,41.17,2.94,,,,,,,,
42.57,39.73,,,,,,,,,44.11,41.27,2.84,,,,,,,,
42.57,39.74,,,,,,,,,44.11,41.28,2.83,,,,,,,,
42.57,39.68,,,,,,,,,44.11,41.22,2.89,,,,,,,,
42.59,39.59,,,,,,,,,44.13,41.13,3,,,,,,,,
42.6,39.58,,,,,,,,,44.14,41.12,3.02,,,,,,,,
42.63,39.5,,,,,,,,,44.17,41.04,3.13,,,,,,,,
42.67,39.49,,,,,,,,,44.21,41.03,3.18,,,,,,,,
42.68,39.39,,,,,,,,,44.22,40.93,3.29,,,,,,,,
42.69,39.38,,,,,,,,,44.23,40.92,3.31,,,,,,,,
42.69,39.31,,,,,,,,,44.23,40.85,3.38,,,,,,,,
42.69,39.37,,,,,,,,,44.23,40.91,3.32,,,,,,,,
42.69,39.41,,,,,,,,,44.23,40.95,3.28,,,,,,,,
42.71,39.5,,,,,,,,,44.25,41.04,3.21,,,,,,,,
42.73,39.5,,,,,,,,,44.27,41.04,3.23,,,,,,,,
42.76,39.49,,,,,,,,,44.3,41.03,3.27,,,,,,,,
42.78,39.49,,,,,,,,,44.32,41.03,3.29,,,,,,,,
42.8,39.49,,,,,,,,,44.34,41.03,3.31,,,,,,,,
42.8,39.4,,,,,,,,,44.34,40.94,3.4,,,,,,,,
42.8,39.49,,,,,,,,,44.34,41.03,3.31,,,,,,,,
42.81,39.51,,,,,,,,,44.35,41.05,3.3,,,,,,,,
42.81,39.6,,,,,,,,,44.35,41.14,3.21,,,,,,,,
42.83,39.61,,,,,,,,,44.37,41.15,3.22,,,,,,,,
42.84,39.52,,,,,,,,,44.38,41.06,3.32,,,,,,,,
42.88,39.49,,,,,,,,,44.42,41.03,3.39,,,,,,,,
42.88,39.49,,,,,,,,,44.42,41.03,3.39,,,,,,,,
42.91,39.6,,,,,,,,,44.45,41.14,3.31,,,,,,,,
42.9,39.64,,,,,,,,,44.44,41.18,3.26,,,,,,,,
42.92,39.71,,,,,,,,,44.46,41.25,3.21,,,,,,,,
42.91,39.71,,,,,,,,,44.45,41.25,3.2,,,,,,,,
42.92,39.77,,,,,,,,,44.46,41.31,3.15,,,,,,,,
42.92,39.82,,,,,,,,,44.46,41.36,3.1,,,,,,,,
42.92,39.9,,,,,,,,,44.46,41.44,3.02,,,,,,,,
42.94,39.64,,,,,,,,,44.48,41.18,3.3,,,,,,,,
42.95,39.71,,,,,,,,,44.49,41.25,3.24,,,,,,,,
42.98,39.74,,,,,,,,,44.52,41.28,3.24,,,,,,,,
42.99,39.59,,,,,,,,,44.53,41.13,3.4,,,,,,,,
43.02,39.53,,,,,,,,,44.56,41.07,3.49,,,,,,,,
43.02,39.6,,,,,,,,,44.56,41.14,3.42,,,,,,,,
43.02,39.6,,,,,,,,,44.56,41.14,3.42,,,,,,,,
43.03,39.6,,,,,,,,,44.57,41.14,3.43,,,,,,,,
43.03,39.7,,,,,,,,,44.57,41.24,3.33,,,,,,,,
43.03,39.88,,,,,,,,,44.57,41.42,3.15,,,,,,,,
43.04,40.08,,,,,,,,,44.58,41.62,2.96,,,,,,,,
43.05,40.2,,,,,,,,,44.59,41.74,2.85,,,,,,,,
43.09,40.26,,,,,,,,,44.63,41.8,2.83,,,,,,,,
43.1,40.19,,,,,,,,,44.64,41.73,2.91,,,,,,,,
43.13,40.15,,,,,,,,,44.67,41.69,2.98,,,,,,,,
43.13,40.04,,,,,,,,,44.67,41.58,3.09,,,,,,,,
43.14,40.04,,,,,,,,,44.68,41.58,3.1,,,,,,,,
43.14,39.93,,,,,,,,,44.68,41.47,3.21,,,,,,,,
43.14,39.92,,,,,,,,,44.68,41.46,3.22,,,,,,,,
43.15,39.93,,,,,,,,,44.69,41.47,3.22,,,,,,,,
43.14,39.93,,,,,,,,,44.68,41.47,3.21,,,,,,,,
43.15,40.02,,,,,,,,,44.69,41.56,3.13,,,,,,,,
43.17,40.04,,,,,,,,,44.71,41.58,3.13,,,,,,,,
43.19,40.15,,,,,,,,,44.73,41.69,3.04,,,,,,,,
43.21,40.15,,,,,,,,,44.75,41.69,3.06,,,,,,,,
43.24,40.17,,,,,,,,,44.78,41.71,3.07,,,,,,,,
43.25,40.25,,,,,,,,,44.79,41.79,3,,,,,,,,
43.26,40.26,,,,,,,,,44.8,41.8,3,,,,,,,,
43.26,40.37,,,,,,,,,44.8,41.91,2.89,,,,,,,,
43.26,40.37,,,,,,,,,44.8,41.91,2.89,,,,,,,,
43.27,40.36,,,,,,,,,44.81,41.9,2.91,,,,,,,,
43.28,40.27,,,,,,,,,44.82,41.81,3.01,,,,,,,,
43.34,40.14,,,,,,,,,44.88,41.68,3.2,,,,,,,,
43.34,40.15,,,,,,,,,44.88,41.69,3.19,,,,,,,,
43.36,40.15,,,,,,,,,44.9,41.69,3.21,,,,,,,,
43.37,40.16,,,,,,,,,44.91,41.7,3.21,,,,,,,,
43.37,40.26,,,,,,,,,44.91,41.8,3.11,,,,,,,,
43.37,40.29,,,,,,,,,44.91,41.83,3.08,,,,,,,,
43.37,40.26,,,,,,,,,44.91,41.8,3.11,,,,,,,,
43.39,40.3,,,,,,,,,44.93,41.84,3.09,,,,,,,,
43.41,40.26,,,,,,,,,44.95,41.8,3.15,,,,,,,,
43.44,40.26,,,,,,,,,44.98,41.8,3.18,,,,,,,,
43.46,40.18,,,,,,,,,45,41.72,3.28,,,,,,,,
43.48,40.08,,,,,,,,,45.02,41.62,3.4,,,,,,,,
43.48,40.16,,,,,,,,,45.02,41.7,3.32,,,,,,,,
43.48,40.24,,,,,,,,,45.02,41.78,3.24,,,,,,,,
43.48,40.26,,,,,,,,,45.02,41.8,3.22,,,,,,,,
43.5,40.36,,,,,,,,,45.04,41.9,3.14,,,,,,,,
43.51,40.48,,,,,,,,,45.05,42.02,3.03,,,,,,,,
43.54,40.48,,,,,,,,,45.08,42.02,3.06,,,,,,,,
43.55,40.48,,,,,,,,,45.09,42.02,3.07,,,,,,,,
43.59,40.46,,,,,,,,,45.13,42,3.13,,,,,,,,
43.59,40.47,,,,,,,,,45.13,42.01,3.12,,,,,,,,
43.6,40.52,,,,,,,,,45.14,42.06,3.08,,,,,,,,
43.6,40.65,,,,,,,,,45.14,42.19,2.95,,,,,,,,
43.6,40.48,,,,,,,,,45.14,42.02,3.12,,,,,,,,
43.62,40.43,,,,,,,,,45.16,41.97,3.19,,,,,,,,
43.63,40.37,,,,,,,,,45.17,41.91,3.26,,,,,,,,
43.66,40.47,,,,,,,,,45.2,42.01,3.19,,,,,,,,
43.68,40.39,,,,,,,,,45.22,41.93,3.29,,,,,,,,
43.7,40.37,,,,,,,,,45.24,41.91,3.33,,,,,,,,
43.71,40.37,,,,,,,,,45.25,41.91,3.34,,,,,,,,
43.72,40.38,,,,,,,,,45.26,41.92,3.34,,,,,,,,
43.71,40.48,,,,,,,,,45.25,42.02,3.23,,,,,,,,
43.72,40.48,,,,,,,,,45.26,42.02,3.24,,,,,,,,
43.72,40.5,,,,,,,,,45.26,42.04,3.22,,,,,,,,
43.72,40.51,,,,,,,,,45.26,42.05,3.21,,,,,,,,
43.75,40.59,,,,,,,,,45.29,42.13,3.16,,,,,,,,
43.76,40.65,,,,,,,,,45.3,42.19,3.11,,,,,,,,
43.8,40.74,,,,,,,,,45.34,42.28,3.06,,,,,,,,
43.81,40.78,,,,,,,,,45.35,42.32,3.03,,,,,,,,
43.82,40.7,,,,,,,,,45.36,42.24,3.12,,,,,,,,
43.83,40.7,,,,,,,,,45.37,42.24,3.13,,,,,,,,
43.83,40.59,,,,,,,,,45.37,42.13,3.24,,,,,,,,
43.83,40.61,,,,,,,,,45.37,42.15,3.22,,,,,,,,
43.83,40.59,,,,,,,,,45.37,42.13,3.24,,,,,,,,
43.84,40.69,,,,,,,,,45.38,42.23,3.15,,,,,,,,
43.84,40.62,,,,,,,,,45.38,42.16,3.22,,,,,,,,
43.85,40.59,,,,,,,,,45.39,42.13,3.26,,,,,,,,
43.86,40.55,,,,,,,,,45.4,42.09,3.31,,,,,,,,
43.91,40.59,,,,,,,,,45.45,42.13,3.32,,,,,,,,
43.93,40.6,,,,,,,,,45.47,42.14,3.33,,,,,,,,
43.93,40.73,,,,,,,,,45.47,42.27,3.2,,,,,,,,
43.94,40.85,,,,,,,,,45.48,42.39,3.09,,,,,,,,
43.95,40.92,,,,,,,,,45.49,42.46,3.03,,,,,,,,
43.95,40.92,,,,,,,,,45.49,42.46,3.03,,,,,,,,
43.95,40.92,,,,,,,,,45.49,42.46,3.03,,,,,,,,
43.96,40.92,,,,,,,,,45.5,42.46,3.04,,,,,,,,
43.98,40.94,,,,,,,,,45.52,42.48,3.04,,,,,,,,
44.01,40.93,,,,,,,,,45.55,42.47,3.08,,,,,,,,
44.03,40.93,,,,,,,,,45.57,42.47,3.1,,,,,,,,
44.05,40.92,,,,,,,,,45.59,42.46,3.13,,,,,,,,
44.06,40.81,,,,,,,,,45.6,42.35,3.25,,,,,,,,
44.06,40.81,,,,,,,,,45.6,42.35,3.25,,,,,,,,
44.07,40.83,,,,,,,,,45.61,42.37,3.24,,,,,,,,
44.08,40.73,,,,,,,,,45.62,42.27,3.35,,,,,,,,
44.08,40.81,,,,,,,,,45.62,42.35,3.27,,,,,,,,
44.1,40.92,,,,,,,,,45.64,42.46,3.18,,,,,,,,
44.14,40.92,,,,,,,,,45.68,42.46,3.22,,,,,,,,
44.15,40.93,,,,,,,,,45.69,42.47,3.22,,,,,,,,
44.17,40.97,,,,,,,,,45.71,42.51,3.2,,,,,,,,
44.18,40.92,,,,,,,,,45.72,42.46,3.26,,,,,,,,
44.18,41.02,,,,,,,,,45.72,42.56,3.16,,,,,,,,
44.18,40.92,,,,,,,,,45.72,42.46,3.26,,,,,,,,
44.18,40.92,,,,,,,,,45.72,42.46,3.26,,,,,,,,
44.19,40.83,,,,,,,,,45.73,42.37,3.36,,,,,,,,
44.21,40.71,,,,,,,,,45.75,42.25,3.5,,,,,,,,
44.23,40.67,,,,,,,,,45.77,42.21,3.56,,,,,,,,
44.28,40.61,,,,,,,,,45.82,42.15,3.67,,,,,,,,
44.28,40.69,,,,,,,,,45.82,42.23,3.59,,,,,,,,
44.29,40.81,,,,,,,,,45.83,42.35,3.48,,,,,,,,
44.29,40.81,,,,,,,,,45.83,42.35,3.48,,,,,,,,
44.3,40.85,,,,,,,,,45.84,42.39,3.45,,,,,,,,
44.3,40.95,,,,,,,,,45.84,42.49,3.35,,,,,,,,
44.3,40.92,,,,,,,,,45.84,42.46,3.38,,,,,,,,
44.3,40.92,,,,,,,,,45.84,42.46,3.38,,,,,,,,
44.31,40.92,,,,,,,,,45.85,42.46,3.39,,,,,,,,
44.34,40.92,,,,,,,,,45.88,42.46,3.42,,,,,,,,
44.36,40.81,,,,,,,,,45.9,42.35,3.55,,,,,,,,
44.37,40.91,,,,,,,,,45.91,42.45,3.46,,,,,,,,
44.41,40.81,,,,,,,,,45.95,42.35,3.6,,,,,,,,
44.41,40.86,,,,,,,,,45.95,42.4,3.55,,,,,,,,
44.41,40.92,,,,,,,,,45.95,42.46,3.49,,,,,,,,
44.41,40.96,,,,,,,,,45.95,42.5,3.45,,,,,,,,
44.41,41.01,,,,,,,,,45.95,42.55,3.4,,,,,,,,
44.41,41.03,,,,,,,,,45.95,42.57,3.38,,,,,,,,
44.42,41.01,,,,,,,,,45.96,42.55,3.41,,,,,,,,
44.42,40.94,,,,,,,,,45.96,42.48,3.48,,,,,,,,
44.44,41.03,,,,,,,,,45.98,42.57,3.41,,,,,,,,
44.44,41.12,,,,,,,,,45.98,42.66,3.32,,,,,,,,
44.46,41.07,,,,,,,,,46,42.61,3.39,,,,,,,,
44.48,41.12,,,,,,,,,46.02,42.66,3.36,,,,,,,,
44.53,41.14,,,,,,,,,46.07,42.68,3.39,,,,,,,,
44.53,41.14,,,,,,,,,46.07,42.68,3.39,,,,,,,,
44.53,41.1,,,,,,,,,46.07,42.64,3.43,,,,,,,,
44.53,41.14,,,,,,,,,46.07,42.68,3.39,,,,,,,,
44.53,41.24,,,,,,,,,46.07,42.78,3.29,,,,,,,,
44.55,41.37,,,,,,,,,46.09,42.91,3.18,,,,,,,,
44.57,41.37,,,,,,,,,46.11,42.91,3.2,,,,,,,,
44.58,41.42,,,,,,,,,46.12,42.96,3.16,,,,,,,,
44.62,41.37,,,,,,,,,46.16,42.91,3.25,,,,,,,,
44.63,41.37,,,,,,,,,46.17,42.91,3.26,,,,,,,,
44.65,41.4,,,,,,,,,46.19,42.94,3.25,,,,,,,,
44.64,41.36,,,,,,,,,46.18,42.9,3.28,,,,,,,,
44.65,41.37,,,,,,,,,46.19,42.91,3.28,,,,,,,,
44.65,41.37,,,,,,,,,46.19,42.91,3.28,,,,,,,,
44.65,41.36,,,,,,,,,46.19,42.9,3.29,,,,,,,,
44.65,41.37,,,,,,,,,46.19,42.91,3.28,,,,,,,,
44.66,41.32,,,,,,,,,46.2,42.86,3.34,,,,,,,,
44.7,41.26,,,,,,,,,46.24,42.8,3.44,,,,,,,,
44.71,41.37,,,,,,,,,46.25,42.91,3.34,,,,,,,,
44.73,41.47,,,,,,,,,46.27,43.01,3.26,,,,,,,,
44.76,41.48,,,,,,,,,46.3,43.02,3.28,,,,,,,,
44.76,41.48,,,,,,,,,46.3,43.02,3.28,,,,,,,,
44.76,41.47,,,,,,,,,46.3,43.01,3.29,,,,,,,,
44.76,41.48,,,,,,,,,46.3,43.02,3.28,,,,,,,,
44.77,41.36,,,,,,,,,46.31,42.9,3.41,,,,,,,,
44.77,41.32,,,,,,,,,46.31,42.86,3.45,,,,,,,,
44.78,41.34,,,,,,,,,46.32,42.88,3.44,,,,,,,,
44.78,41.29,,,,,,,,,46.32,42.83,3.49,,,,,,,,
44.79,41.35,,,,,,,,,46.33,42.89,3.44,,,,,,,,
44.83,41.42,,,,,,,,,46.37,42.96,3.41,,,,,,,,
44.86,41.48,,,,,,,,,46.4,43.02,3.38,,,,,,,,
44.86,41.43,,,,,,,,,46.4,42.97,3.43,,,,,,,,
44.88,41.48,,,,,,,,,46.42,43.02,3.4,,,,,,,,
44.88,41.54,,,,,,,,,46.42,43.08,3.34,,,,,,,,
44.88,41.54,,,,,,,,,46.42,43.08,3.34,,,,,,,,
44.88,41.48,,,,,,,,,46.42,43.02,3.4,,,,,,,,
44.89,41.56,,,,,,,,,46.43,43.1,3.33,,,,,,,,
44.89,41.45,,,,,,,,,46.43,42.99,3.44,,,,,,,,
44.91,41.37,,,,,,,,,46.45,42.91,3.54,,,,,,,,
44.93,41.37,,,,,,,,,46.47,42.91,3.56,,,,,,,,
44.94,41.47,,,,,,,,,46.48,43.01,3.47,,,,,,,,
44.96,41.59,,,,,,,,,46.5,43.13,3.37,,,,,,,,
44.99,41.67,,,,,,,,,46.53,43.21,3.32,,,,,,,,
45,41.6,,,,,,,,,46.54,43.14,3.4,,,,,,,,
45,41.59,,,,,,,,,46.54,43.13,3.41,,,,,,,,
45,41.57,,,,,,,,,46.54,43.11,3.43,,,,,,,,
45,41.43,,,,,,,,,46.54,42.97,3.57,,,,,,,,
45,41.48,,,,,,,,,46.54,43.02,3.52,,,,,,,,
45.01,41.56,,,,,,,,,46.55,43.1,3.45,,,,,,,,
45.02,41.71,,,,,,,,,46.56,43.25,3.31,,,,,,,,
45.02,41.89,,,,,,,,,46.56,43.43,3.13,,,,,,,,
45.04,41.83,,,,,,,,,46.58,43.37,3.21,,,,,,,,
45.08,41.72,,,,,,,,,46.62,43.26,3.36,,,,,,,,
45.09,41.76,,,,,,,,,46.63,43.3,3.33,,,,,,,,
45.11,41.88,,,,,,,,,46.65,43.42,3.23,,,,,,,,
45.12,42.04,,,,,,,,,46.66,43.58,3.08,,,,,,,,
45.12,42.18,,,,,,,,,46.66,43.72,2.94,,,,,,,,
45.12,42.27,,,,,,,,,46.66,43.81,2.85,,,,,,,,
45.12,42.19,,,,,,,,,46.66,43.73,2.93,,,,,,,,
45.13,42.02,,,,,,,,,46.67,43.56,3.11,,,,,,,,
45.13,41.88,,,,,,,,,46.67,43.42,3.25,,,,,,,,
45.14,41.85,,,,,,,,,46.68,43.39,3.29,,,,,,,,
45.14,41.76,,,,,,,,,46.68,43.3,3.38,,,,,,,,
45.19,41.74,,,,,,,,,46.73,43.28,3.45,,,,,,,,
45.19,41.82,,,,,,,,,46.73,43.36,3.37,,,,,,,,
45.22,41.82,,,,,,,,,46.76,43.36,3.4,,,,,,,,
45.23,41.93,,,,,,,,,46.77,43.47,3.3,,,,,,,,
45.23,41.93,,,,,,,,,46.77,43.47,3.3,,,,,,,,
45.24,42.04,,,,,,,,,46.78,43.58,3.2,,,,,,,,
45.24,42.15,,,,,,,,,46.78,43.69,3.09,,,,,,,,
45.24,42.1,,,,,,,,,46.78,43.64,3.14,,,,,,,,
45.25,42.16,,,,,,,,,46.79,43.7,3.09,,,,,,,,
45.28,42.14,,,,,,,,,46.82,43.68,3.14,,,,,,,,
45.3,42.03,,,,,,,,,46.84,43.57,3.27,,,,,,,,
45.32,41.95,,,,,,,,,46.86,43.49,3.37,,,,,,,,
45.33,41.94,,,,,,,,,46.87,43.48,3.39,,,,,,,,
45.35,41.82,,,,,,,,,46.89,43.36,3.53,,,,,,,,
45.36,41.74,,,,,,,,,46.9,43.28,3.62,,,,,,,,
45.36,41.61,,,,,,,,,46.9,43.15,3.75,,,,,,,,
45.36,41.62,,,,,,,,,46.9,43.16,3.74,,,,,,,,
45.36,41.62,,,,,,,,,46.9,43.16,3.74,,,,,,,,
45.37,41.59,,,,,,,,,46.91,43.13,3.78,,,,,,,,
45.36,41.48,,,,,,,,,46.9,43.02,3.88,,,,,,,,
45.38,41.48,,,,,,,,,46.92,43.02,3.9,,,,,,,,
45.4,41.56,,,,,,,,,46.94,43.1,3.84,,,,,,,,
45.41,41.51,,,,,,,,,46.95,43.05,3.9,,,,,,,,
45.43,41.59,,,,,,,,,46.97,43.13,3.84,,,,,,,,
45.46,41.59,,,,,,,,,47,43.13,3.87,,,,,,,,
45.46,41.7,,,,,,,,,47,43.24,3.76,,,,,,,,
45.48,41.81,,,,,,,,,47.02,43.35,3.67,,,,,,,,
45.48,41.82,,,,,,,,,47.02,43.36,3.66,,,,,,,,
45.48,41.89,,,,,,,,,47.02,43.43,3.59,,,,,,,,
45.48,41.93,,,,,,,,,47.02,43.47,3.55,,,,,,,,
45.48,42.04,,,,,,,,,47.02,43.58,3.44,,,,,,,,
45.49,42.05,,,,,,,,,47.03,43.59,3.44,,,,,,,,
45.49,42.15,,,,,,,,,47.03,43.69,3.34,,,,,,,,
45.51,42.26,,,,,,,,,47.05,43.8,3.25,,,,,,,,
45.55,42.32,,,,,,,,,47.09,43.86,3.23,,,,,,,,
45.57,42.42,,,,,,,,,47.11,43.96,3.15,,,,,,,,
45.57,42.47,,,,,,,,,47.11,44.01,3.1,,,,,,,,
45.58,42.45,,,,,,,,,47.12,43.99,3.13,,,,,,,,
45.59,42.39,,,,,,,,,47.13,43.93,3.2,,,,,,,,
45.6,42.41,,,,,,,,,47.14,43.95,3.19,,,,,,,,
45.6,42.39,,,,,,,,,47.14,43.93,3.21,,,,,,,,
45.61,42.37,,,,,,,,,47.15,43.91,3.24,,,,,,,,
45.61,42.27,,,,,,,,,47.15,43.81,3.34,,,,,,,,
45.61,42.27,,,,,,,,,47.15,43.81,3.34,,,,,,,,
45.63,42.22,,,,,,,,,47.17,43.76,3.41,,,,,,,,
45.66,42.27,,,,,,,,,47.2,43.81,3.39,,,,,,,,
45.67,42.27,,,,,,,,,47.21,43.81,3.4,,,,,,,,
45.7,42.27,,,,,,,,,47.24,43.81,3.43,,,,,,,,
45.71,42.38,,,,,,,,,47.25,43.92,3.33,,,,,,,,
45.72,42.4,,,,,,,,,47.26,43.94,3.32,,,,,,,,
45.72,42.5,,,,,,,,,47.26,44.04,3.22,,,,,,,,
45.72,42.49,,,,,,,,,47.26,44.03,3.23,,,,,,,,
45.72,42.39,,,,,,,,,47.26,43.93,3.33,,,,,,,,
45.72,42.42,,,,,,,,,47.26,43.96,3.3,,,,,,,,
45.73,42.39,,,,,,,,,47.27,43.93,3.34,,,,,,,,
45.75,42.39,,,,,,,,,47.29,43.93,3.36,,,,,,,,
45.75,42.5,,,,,,,,,47.29,44.04,3.25,,,,,,,,
45.76,42.42,,,,,,,,,47.3,43.96,3.34,,,,,,,,
45.8,42.39,,,,,,,,,47.34,43.93,3.41,,,,,,,,
45.81,42.29,,,,,,,,,47.35,43.83,3.52,,,,,,,,
45.83,42.3,,,,,,,,,47.37,43.84,3.53,,,,,,,,
45.84,42.39,,,,,,,,,47.38,43.93,3.45,,,,,,,,
45.84,42.49,,,,,,,,,47.38,44.03,3.35,,,,,,,,
45.84,42.34,,,,,,,,,47.38,43.88,3.5,,,,,,,,
45.84,42.18,,,,,,,,,47.38,43.72,3.66,,,,,,,,
45.85,42.17,,,,,,,,,47.39,43.71,3.68,,,,,,,,
45.86,42.15,,,,,,,,,47.4,43.69,3.71,,,,,,,,
45.88,42.16,,,,,,,,,47.42,43.7,3.72,,,,,,,,
45.92,42.29,,,,,,,,,47.46,43.83,3.63,,,,,,,,
45.93,42.39,,,,,,,,,47.47,43.93,3.54,,,,,,,,
45.94,42.42,,,,,,,,,47.48,43.96,3.52,,,,,,,,
45.95,42.5,,,,,,,,,47.49,44.04,3.45,,,,,,,,
45.96,42.53,,,,,,,,,47.5,44.07,3.43,,,,,,,,
45.96,42.52,,,,,,,,,47.5,44.06,3.44,,,,,,,,
45.96,42.58,,,,,,,,,47.5,44.12,3.38,,,,,,,,
45.97,42.62,,,,,,,,,47.51,44.16,3.35,,,,,,,,
45.97,42.79,,,,,,,,,47.51,44.33,3.18,,,,,,,,
